cluster_label,rank,similarity_to_cluster_centroid,chunk_id,doc_id,excerpt,projeto,publico,marca_foco,tipo_sessao
km_005,5,0.5556091666221619,doc_8f0f9dbe32c1bce3_pp_ch_0007,doc_8f0f9dbe32c1bce3,"Marina, o que você entendeu? O que ficou? Que impressão que passou? Então, Primeiramente, achei muito rápido, mas a coisa que me passou, que fala sobre a pele, é uma hidratação natural, diretamente da natureza, que contém ácido hialurônico. Beatriz, que impressão tá a escola? O que você quer comentar sobre essa propaganda? Então, ela foi rápida mesmo. Mas pensando, por lado, por passar no YouTube, tá ótimo. Mas eu achei que ela passou uma mensagem da gente se reconectar com as nossas raízes, que nem eu comentei aí no que você falou, que mostra a natureza ainda, a gente é brasileiro, é coisas daqui do Brasil, então isso é uma forma de reconhecer a natureza. Entendi. Eu tenho uma opinião pouco divergente. Eu gostei muito do produto e me gera curiosidade pelo produto por saber da qualidade da marca e tem por exemplo queria saber o cheiro que ficou produto de Tucumã mas a propaganda ela não ",rosacea,nao_inferido,natura,nao_inferido
km_006,1,0.6571755409240723,doc_3662c092fa45c669_pp_ch_0014,doc_3662c092fa45c669,"Eu acho que a Natura tem uma coisa assim, primeiro, Aí eu vou falar de outro âmbito que eu não consigo desconectar assim. Primeiro que o consumidor de loja natura, especificamente loja própria, ele não entra para pegar perfumaria, a gente não é relacionado com perfumaria. Então a gente... Eu percebo que modelos de loja mais high, tipo a que a gente for, a do Ijanópolis, a gente tem time de loja com treinamento diferenciado na categoria, que aí consegue trazer elementos da categoria que nos ajudam a venda acontecer. No entanto, não são todas as lojas ainda que têm esse conhecimento mais apurado. E aí, o público Haimari, tanto que o nosso percentual de venda é menor, ele não procura, ele fala muito sobre os perfumes importados e aí não conecta com os nossos perfumes, mas em lojas mais populares que nós temos próprias, aí o consumidor é mais aspiracional por perfume e aí ele vai para a loja",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_006,2,0.64948970079422,doc_dbba6e8dcfd5390a_pp_ch_0038,doc_dbba6e8dcfd5390a,"Mas eu sempre vou na casa da minha consultora, que ela tem uma loja na casa dela também. Tem uma loja aqui no meu [ENDERECO], eu já fui uma vez também. Enfim, mas como sabem, trabalhar natura é diferente. É, eu também não desisti, eu sempre que eu passo em algum lugar que tem, eu já fui em loja, tipo assim, aqueles box de supermercado, hipermercado, às vezes tem box do boticário, eu já fui. Procurar presente, assim, na fila do carro, já vou ali na loja do boticário, dá uma trabalhada ali. E alguma coisa dessa experiência em loja? Pode ser do boticário, mas não de consultor, assim, loja física. Serve de aprendizado? Ficou marcado pra vocês, não nessa experiência 3C, mas em outras também? É, como eu não fui, eu vou acabar me tendenciando a histórico, assim, mas eu acho que tem na... Hoje dentro das nossas lojas da Natura é algo que não é Natura. Você fala das outras. É que eu vou fazer uma",natura_3cs,nao_inferido,natura,nao_inferido
km_006,3,0.6275852918624878,doc_9e6379543f294d71_pp_ch_0002,doc_9e6379543f294d71,"Bom, a gente foi nos dois shoppings em Porto Alegre, era uma classe bem mais simples, que a gente foi visitar as lojas da Natura e do Boticário, Eram lojas relativamente pequenas, pela percepção que eu tive. Eram lojas que só tinha vendedor. Eles faziam todo o serviço de atendimento e de checkout. O shopping era tipo uma galeria, sabe? Na verdade era mais uma galeria do que shopping, tinha muitas lojas, mas era algo bem mais simples. E aí o segundo shopping que a gente foi, daí sim parecia shopping de mais alto padrão, e lojas de poder aquisitivo maior também que estavam lá, e daí a gente foi conhecer a L'Occitane. E como a gente estava lá, a gente acabou passando também na loja do Boticário, tá? Não estava no roteiro, mas a gente aproveitou a viagem também e foi fazer uma experiência lá pra conseguir comparar os dois atendimentos. Tá bem. Vamos começar então pelas lojas. Me contem o que",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_006,4,0.6225857734680176,doc_1d7aeba5c3deb241_pp_ch_0034,doc_1d7aeba5c3deb241,"E eu trabalho com novas marcas e multi-categoria, então eu acabo interagindo bastante com o pessoal do varejo, porque eu acho que esses insights seriam muito importantes, depois da Natura, que da nossa, né, do Intel, enfim, o dono do projeto, compartilhar com o varejo, porque eu acho que tem muita coisa rica pro varejo da Natura. E, assim, o que nos chamou a atenção é que, assim, Então assim, a loja da Natura era duas vezes o tamanho da loja do Boticário, então uma metragem quadrada bastante significativa, bem maior. A gente tinha menos perfumes no portfólio da Natura, na loja da Natura, do que na do Boticário. Não tô dizendo se isso tá certo ou errado, tá? São fatos. A vendedora, quando o perfume, a perfumaria de uma marca XYZ não está dentro da gôndola perfumaria natura, ela não contempla aquilo como categoria perfumaria. Pra mim isso é super learning, tá? E botei meu chapéu de marketi",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_006,5,0.608272135257721,doc_7c1dc7dcc6ddc2d7_pp_ch_0003,doc_7c1dc7dcc6ddc2d7,"O que vocês se lembram aí de importante para a categoria de perfumaria que vocês observaram nessas três lojas que vocês visitaram? Como você quer fazer? Estamos contando? Estamos contando. Bom, eu acho que assim, logo de cara, o que chamou muita atenção pra gente de Boticário vs Natura foi a localização das lojas, né? Acho que a gente foi em lojas que eram bem perto umas das outras, a gente foi até a pé de uma pra outra, assim. Era lá no Centro Histórico de Porto Alegre e a localização da loja do Boticário era mil vezes melhor, era bem na [ENDERECO], assim, onde passavam os carros e a natura, além de ser dentro de uma Como que chama? Tipo uma galeria, né? Complexo de lojas, assim? Então era dentro de coledor. Era bem escondidinho, assim, então logo de cara a gente já achou a loja do Boticário bem mais convidativa, assim, pra você entrar, né, se realmente você tá procurando alguma coisa. ",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_007,1,0.5803940296173096,doc_9ed820073ce06c76_pp_ch_0031,doc_9ed820073ce06c76,"Vocês estão falando muito do rendimento, vocês estão falando que deixa o cabelo ter a coisa de cuidado, que deixa o cabelo macio, enfim. E vocês falaram também da questão do. Meio da naturalidade, vocês falaram, né, que é natural, não tem componentes químicos, e também da questão do meio ambiente. O que vocês acham que pesa mais ou pesou mais pra vocês na escola? Eu acho que não ser testada em animais. Para mim, isso daí é o mínimo de uma marca que eu procuro hoje. Para mim, o que eu gostei foi em relação a ser artesanal. É também da natureza para mim as mãos, achei bem interessante. Pra mim foi não ser testado em animais e não ter plástico. Isso daí era uma coisa que eu queria eliminar da minha vida e eu, graças ao xampu em barra, hoje em dia dá pra descartar bastante, né? Já tem muitos produtos de alimentos que a gente já usa com plástico, então já podendo descartar uma coisa que vai m",biome,nao_inferido,nao_inferido,nao_inferido
km_007,2,0.5448060035705566,doc_b53730e47cc798ef_pp_ch_0019,doc_b53730e47cc798ef,"Também foi falado, normalmente procuram me importar com essa questão de embalagem e tal, com teste animal e tudo isso, que tanto Elton quanto Isabelle falaram, mas assim, também tem que considerar o preço né, porque infelizmente as vezes esses produtos, por não seguir uma lógica que dá mais lucro e tal, porque mete uma embalagem e aí qualquer sei lá o que, dá mais lucro. Aí eles acabam, tipo, sendo revertidos pro cliente e ficando mais caro, que infelizmente acaba tornando eles até pouco inviável, mas sempre que possível, sim, tipo, de preferência esses produtos que tem essa consciência ambiental. Tem a questão do preço, esses produtos, você vê como eles mais caros, é isso, Matheus? Não, eu falei mais generalizando, alguns sim, alguns não, alguns são até mais baratos, né? Que você tá trazendo, né? Sim, sim, com certeza. Quem mais, gente? Pensando no engenho pessoal mesmo, né? Cês tão... ",biome,nao_inferido,nao_inferido,nao_inferido
km_007,3,0.5387288928031921,doc_b53730e47cc798ef_pp_ch_0025,doc_b53730e47cc798ef,"Então, a minha questão mais de estar conhecendo o produto foi porque eu achei interessante a nova proposta. E também por causa da embalagem, porque não tem embalagem, né? É o produto em si e pronto. Na verdade, você reuniu as duas coisas, né? Ser produto em barra, uma proposta nova, com essa questão de não ter embalagem, né? Isso pra você foi o que motivou? Foi o que me motivou, foi por causa da ação, né? Porque é uma coisa ecológica e tal, por causa que ele ia facilitar o meu dia quando eu precisasse, E também, no caso daqui, eu acho legal empresas que se preocupam em estar oferecendo produtos novos, eu acho, assim, pensar a frente. Eu acho legal empresas que têm esse conceito dentro dela. Fala, Gabriel, como é que foi a tua trajetória aí com essa questão do tempo no ar e tal que a gente tá falando? Eu já uso já tempo. Em alguns meses. Não vou dizer que eu uso todos os dias. Às vezes te",biome,nao_inferido,nao_inferido,nao_inferido
km_007,4,0.5378792881965637,doc_813751e4679e395b_pp_ch_0028,doc_813751e4679e395b,"Aí vou colocar o famoso Defende, porque a gente sabe que existem até produtores pequenos que fabricam sabonetes em barra e que tem todo esse cuidado que a natura tem também na produção. Eu acho que Quando a gente está falando de uma pessoa pequena e que tem uma filosofia específica, até se foi enveredar por esse caminho de cosméticos orgânicos e outras coisas, também tem uma ligação muito grande. A diferença, às vezes, quando a gente olha, qual é a consequência de a gente... A cadeia positiva, também, que uma empresa maior consegue oferecer. Então, se a gente está falando de usar uma pequena ou usar uma grande, vai, às vezes, pouquinho do que você melhor se adapta, o que você tem acesso. Como o Rodrigo falou, se ainda não teve acesso, a gente tem que levar ele para conhecer outros. Tem os outros acessos, né? Mas eu acho que também uma empresa grande, ela consegue gerar uma cadeia pouco m",biome,nao_inferido,nao_inferido,nao_inferido
km_007,5,0.5371199250221252,doc_9ed820073ce06c76_pp_ch_0030,doc_9ed820073ce06c76,"Então eu já tenho química no meu cabelo, já tenho luz no meu cabelo, já é uma coisa que danifica e o shampoo e o confinador já danificavam mais E quando eu fui passando, eu fui sentindo aos pouquinhos a evolução, a melhora E hoje em dia eu sou [NOME], se deixar eu compro a fábrica da Lola Gosto bastante, eu acho que em relação a ser natural também, ter teste em animais, eu acho que isso é sensacional. Grandes marcas, infelizmente, com grandes nomes, fazem uso de tanto trabalho escravo quanto teste, laboratório em animais. E eu acho isso terrível, nunca concordei com isso, e eu acho que a Lola se acerta muito nessas questões de cuidados mesmo, além do produto ser muito bom, entregar realmente uma qualidade, Ela entrega ainda em relação ao meio ambiente, entrega conscientização E eu acho que foi pacote completo com a minha compra Também não acredito que essas propagandas de shampoo e condi",biome,nao_inferido,nao_inferido,nao_inferido
km_008,1,0.6786984801292419,doc_0a02c0b1be74620a_pp_ch_0008,doc_0a02c0b1be74620a,"É, nessas percepções do que a pessoa já gosta é sempre mais legal, né? Mas você, quando você dá esse presente, por exemplo, esse exemplo que você deu das flores, né? Você tem alguma expectativa? Você tem algum você espera algo também? Você sente que você consegue nomear alguma expectativa quando você tá entregando esse presente pra ela ou enfim, pra outras pessoas também? Eu acho que assim, a minha expectativa é de ver a pessoa feliz, assim, eu acho muito legal você ver a pessoa recebendo presente e ficar contente com aquele presente, independente de você querer alguma troca por isso, né? Eu acho que é muito legal, né? E principalmente quando você dá presente, você sabe que a pessoa gosta daquilo ou quer aquilo, eu acho que é muito satisfatório. Muito legal isso. A sensação de acertar quase o presente, o que vai fazer a pessoa feliz ali naquele momento. Você falou sobre isso ser uma das ",natura_3cs,consumidoras,natura,nao_inferido
km_008,2,0.673334002494812,doc_44982372dd74c6da_pp_ch_0025,doc_44982372dd74c6da,"Mas assim, de mim, já é natural. Às vezes eu vou sair de casa com a minha namorada para nós. Para que você vai se imprectar assim? Mas você já me conhece? Quer dizer, eu não consigo colocar só uma bermuda e o chinelo, uma camiseta e no shopping. Eu gosto de colocar uma calça, camiseta, perfume, às vezes relógio. Entendeu? E aí, e aí eu fui criando esse laço com as marcas, né? Então as marcas de grife, eu conheço praticamente todas. Todas, todas. Balmain também. Que eu conheço. E você falou que você gosta muito de moda e tudo mais, faz essas pesquisas para você. Quando você pensa em dar presente para alguém, você costuma fazer alguma pesquisa, buscar ideia, buscar referência de presente? E onde? Se você faz isso, onde você busca? Depende do estilo, por exemplo. A minha namorada tem uma religião, a religião espírita. Então, eu sabia que ela queria ganhar... Perdão, não sabia que ela queria",natura_3cs,consumidoras,natura,nao_inferido
km_008,3,0.670363187789917,doc_0a02c0b1be74620a_pp_ch_0014,doc_0a02c0b1be74620a,"De dar presente, até elas dão também, mas é diferente, é diferente o comportamento delas com os outros. Entendi, você percebe que talvez tenha outras motivações também da parte delas na hora de presentear. Legal, legal. Você falou pouco de algumas frentes de presente, de roupa, de sapato, de creme mesmo, coisas... Você foi me dando algumas dicas de presentes que você já comprou. Você tem marcas na sua cabeça que falam, putz, preciso comprar presente, acho que eu vou dar uma passadinha nisso aqui, eu vou dar uma olhada, só porque aqui eu já sei que vai ter alguma marca que te lembra mais presente de uma forma geral, assim? Então, eu já comprei bastante na Dudalina e na Grégory, né, assim, que são lojas que você sabe que tem coisa, só que são pouco, são pouco mais caras também, né, mas assim, você sabe que lá você de repente encontra produtos bons, quando é roupa, né, falando de roupa. E a",natura_3cs,consumidoras,natura,nao_inferido
km_008,4,0.6661444902420044,doc_0a02c0b1be74620a_pp_ch_0007,doc_0a02c0b1be74620a,"Legal. Você falou aqui de algumas ocasiões específicas, né? Você acha que você dá mais presente nessas datas que estão dadas, ou você percebe que tem outros momentos que você também consegue presentear meio sem motivo? Então, minhas irmãs, elas costumam me presentear também, né? A gente tem uma relação muito boa, graças a Deus, né? Entre irmãos. Então, as minhas irmãs, às vezes, elas vêem alguma coisa como pra mim, então, às vezes, eu também costumo. Uma vez, eu tava até passando no shopping, eu não lembro qual, passando ali, comprei creme pra minha irmã, que eu sabia que ela gostava. Então, sempre que dá, eu costumo, mas é mais, na verdade, é mais no aniversário natal mesmo, né? Mas às vezes você vê alguma coisa que a pessoa gosta, aí eu acho que não tem problema você comprar também pra agradar. Tem esse olhar de uma oportunidade também de quando você lembra, né? Pra além do... Certo. N",natura_3cs,consumidoras,natura,nao_inferido
km_008,5,0.6564659476280212,doc_11e122f8db3f0253_pp_ch_0003,doc_11e122f8db3f0253,"Que legal! Até quando não é, eu levo alguma coisinha, sabe? Pra agradar a pessoa, sabe? Eu gosto bastante de presentear, receber amigos em casa. E de presente, você falou que gosta de presentear e de dar de lembrancinha também. O que você costuma ver? O que você gosta de comprar? Eu entendo que são várias ocasiões, não são só nas datas importantes, digamos, Dia das Mães, Natal, Dia dos Pais. Quando você vai, você leva uma lembrancinha? Você procura sempre presentear? Você tem uma coisa fixa? Você procura diversificar? Olha, dependendo da pessoa que eu vou, Eu gosto sempre de prestar atenção na pessoa, sabe? Até quando tem... Por favor, dá exemplo aqui. Até quando tem amigo secreto, por exemplo. Eu pego uma pessoa que eu não tenho muito envolvimento e daí eu procuro stalkear, saber, perguntar para as pessoas próximas, sabe? É o que ela gosta. Mas, normalmente, acessórios, cremes hidratant",natura_3cs,consumidoras,natura,nao_inferido
km_009,1,0.8015871047973633,doc_b71f944ee9bec4b0_pp_ch_0026,doc_b71f944ee9bec4b0,"Mas você acha que seria melhor lançar produto, uma linha para pele mais ressecada ou para pele negra, exclusivamente também falar para pele negra? Eu acho que papele negra ia deixar a gente mais assim, sabe? Mas sentindo pouquinho mais na visão de todo mundo. Todo mundo tem, né? É pra todo tipo de pele, mas a pessoa fala, ó, essa aqui é pra pele morena, essa aqui é pra pele... Ninguém fala assim, essa aqui é pra pele negra, essa aqui é pra pele morena. Então, assim, quando colocar assim, pra pele negra, eu acho que vai fazer bem pra gente, pra nossas crianças que estão vendo aí as conquistas. Legal. Melissa, o que você acha disso? A gente está falando o seguinte, se a pele negra tem necessidades específicas e seria bom ter produtos específicos para o cuidado da pele negra, se já tem alguma marca que faz isso, o que você acha de tudo isso? Eu acho que é importante, sim, ter produtos exclu",radiosa,nao_inferido,nao_inferido,nao_inferido
km_009,2,0.7974117994308472,doc_bc29e08f3450ea98_pp_ch_0062,doc_bc29e08f3450ea98,"E se todo dia, só perguntando para a Diana também, se todo dia lançasse uma linha de cuidados para pele negra, o que você acharia? Ia ter uma para cada tipo de pele negra? Essa é a pergunta. Pele seca, pele mista, pele retinta, entendeu? Teria que ter uma linha então. Mais abrangente para despertar a curiosidade, como eu comentei com a Sheila, eu usaria para saber qual que é o... Como que eles chegaram nesse quê aí de falar que minha pele negra é igual a todas as outras peles negras, né? Eu já vi que não é legal falar que a pele negra não é uma só, tem várias diferenças e tal, e o que você acharia da marca Todo Dia, da linha, se ela tivesse a proposta de lançamento de produtos? Assim, essa iniciativa, você acha o quê, pensando em Todo Dia? Eu... É o que eu tô falando. Eu acho que vai separar a gente do todo. Porque a pele... Você não acha legal no trono? Não. A não ser que tenha algo ass",radiosa,nao_inferido,nao_inferido,nao_inferido
km_009,3,0.7911846041679382,doc_b71f944ee9bec4b0_pp_ch_0023,doc_b71f944ee9bec4b0,"Não, sinceramente, não. Eu não sou muito assim de procurar, não. Pode ir, tá, Melissa? Quando você precisar. Oi? Não? Tá. Não conhece também, né? Nem se vai procurar, né, gente? Você já ouviu falar? Não. Rosângela, não. Fala, Lucilene. A única hidratante que eu vi até hoje que é pra pele negra voltado é do Vazenol, que é próprio pra pele, não sei se vocês conhecem, ele é pra pele negra mesmo. Não sei se vocês já ouviram falar. Mas esse é o único... O que você acha disso? Eu usei, eu usei e achei bom. Ele é igual o segmento do Macadamia, ele demora pouco mais no corpo. Então a pele não volta a ficar esbranquiçada, acinzentada com facilidade, ele segura pouco mais. E o que você acha dessa coisa da necessidade da pele negra, né, Lucilene? Você acha que tem uma necessidade diferente? O que precisa? Como que fica? Você acha que seria interessante ter produtos específicos, talvez, para peles n",radiosa,nao_inferido,nao_inferido,nao_inferido
km_009,4,0.7712218761444092,doc_bc29e08f3450ea98_pp_ch_0061,doc_bc29e08f3450ea98,"E para as outras, me fala, o que vocês acham da ideia, o que gera, como a Sheila falou, o que atrai, o que afasta, o que gera credibilidade, o que não? Fala, Dani. Fala, Diana, depois a Dani, fala, depois a Glaucia, depois o Leon. Eu vou falar rapidinho que eu vou sair, gente, já. Agradeço aqui o espaço e tudo, mas eu tenho outra agenda agora. Eu acho que ia gerar uma sensação de separação, sabe? Não de inclusão. De que a pele negra é diferente, por isso eu precisei fabricar produto para atender aquela pele e eu não sinto que isso é uma verdade, não sei que me prove o contrário. Então, não sei, ia ficar ali... Você. Sente que é uma verdade em que sentido? Que não é essa necessidade? É. Eu não acredito que tenha essa necessidade de repente. Pode ser como a Gláucia trouxe, ter uniformizador que aí não necessariamente precisa ser para uma mulher negra, mas criar creme específico para pele n",radiosa,nao_inferido,nao_inferido,nao_inferido
km_009,5,0.7636038064956665,doc_bc29e08f3450ea98_pp_ch_0068,doc_bc29e08f3450ea98,"Então, o que eu entendo é marcas como a Avon, que também já tem esse contexto de estar olhando pra pele, pra mulher negra, pra beleza negra. E Natura, que também tem, daí faz mais sentido. Agora Nivea, que não tem nenhum produto no portfólio que já conversa com a beleza negra, com a pele negra. Que chega e faz lançamento específico, ainda no dia da consciência negra, parece que tá visando lucro, tá surfando na onda, que não é genuíno, que não tá realmente olhando para os problemas. E da Eliane, eu tô entendendo, vê se eu entendi direito, Eliane, que junta com o fato da Eliane ter experimentado o produto e ter achado que ele não entregou, não performou, realmente para as necessidades da pele negra, daí fica fake. É isso, Eliane? Em relação a nível, não? Sim, exatamente. Eu acho que a natureza precisa ter cuidado. A natureza precisa ter cuidado com a narrativa. Só ter cuidado com a narrati",radiosa,nao_inferido,nao_inferido,nao_inferido
km_010,1,0.6319705247879028,doc_2ea20bb0263aff60_pp_ch_0023,doc_2ea20bb0263aff60,"Eu gostei também desse design. Não, não é que eu não gostei, é que eu falei do MAD. Eu achei mais pobre. Mais pobre? Não é? É que assim, tipo, tava o brilho, aí parece que deu uma caída assim, entendeu? Não, MAD tem coisa natural. É claro que se fosse comparado com o atual, De primeira a gente ia. Dizer, tá melhor, tá bom. Mas pra mim... Tem tudo a ver. Isso, tem tudo a ver. O que transmite sobre o Naturaecos esse BTF? O que faz pensar sobre o Naturaecos? Eu acho que ficou tão... Mas ficou meio sóbrio, assim. Ficou meio sóbrio. Não sei. Tem cor, né? Ficou a cor apagadinha. A cor apagadinha. Mas a embalagem ainda continua. Sim, sim. Eu achei que combina. Por que você achou que combina? Não sei, eu gostei. O que você gostou? A outra tem brilho, mas ela é mais fosca. Eu achei muito chique essa embalagem. Parece com a Amazônia, olhando no mato. Não tem muita diferença não, tá? Eu tô olhando ",anima,nao_inferido,nao_inferido,nao_inferido
km_010,2,0.6163912415504456,doc_d7948b6302ad2fee_pp_ch_0040,doc_d7948b6302ad2fee,"Então não é a visão atual. O que vocês falaram? Não é a visão atual. Se não tivesse rótulo, a gente poderia... Facilmente comparar com uma marca importada. Então tá parecendo uma marca importada. É upgrade. Mas aí é parte do design, né? Isso, o formato. Então vamos para a última, gente. Agora a gente vai ver. Nossa, que linda! O formato vai ser esse assim, eu não sei... Esse aqui, vamos pensar assim, sempre esse aqui que eu tô mostrando pra vocês, ele é o hidratante, né? Tem esses outros formatos aqui também. O refil que a gente já tinha visto, né? Eu adorei! E aqui... Eu preciso dizer para vocês que as cores mudam conforme a linha, tá? Então tem uma coisa de mudança de cor aqui, tá? O que vocês gostaram aqui? Eu gostei de tudo. Eu gostei de tudo. Eu gostei da embalagem que é muito mais natural e sofisticado do que qualquer outras E é totalmente diferente. Totalmente diferente. O que é i",anima,nao_inferido,nao_inferido,nao_inferido
km_010,3,0.6028507351875305,doc_d7948b6302ad2fee_pp_ch_0042,doc_d7948b6302ad2fee,"O que eu entendi é que aqui. Você tem formato novo, diferente, e lá nas outras também tem formato novo, diferente? Também tem. O refil continua aparecendo uma gota, né? É esse aqui, né? No começo, o óleo... O xampu e o crepe também parece uma gota. É, parece uma gota pouquinho mais natureza, cheia, claro. Xampu e condicionador parece uma gota, natureza e chuva, é isso? O tripásico também. Ficou a língua sem o hidratante, mas tá bem diferente do que é o mesmo interfásico que a gente tá acostumado. Isso é bom? Sim, é moderno. Bem diferente, moderno, legal. Muito bom, gente. Combina com o Natura Ecos? Combina, sim. Uma coisa que se fala assim, tá ornando? Orna bastante. E por quê? No natural, igual aquele texto que a gente leu, que era o 50% a menos, para fazer a ilustração lá do natural. Legal, muito bom, gente. Que palavras vocês usariam para descrever esse visual, essa linha de imagem? D",anima,nao_inferido,nao_inferido,nao_inferido
km_010,4,0.5994678735733032,doc_2f47184626ff09c1_pp_ch_0019,doc_2f47184626ff09c1,"Deixa eu te fazer uma pergunta. Essas embalagens sem ser o refil, vai ser com esse plástico também? É outro plástico, é só o refil. É plástico limpável, é uma coisa... Tá? E mais resistente também. É só ele, só o refil. É porque eu ia falar que se fosse com o mesmo, não ia dar muito certo. Não, não dá certo, é isso aí. Mas esse aí dá certo, esse aí vai ser assim. Então tá bom, meninas. Se ninguém quiser comentar mais nada, me passem a matriz que a gente vai pra próxima. O que acontece? Pra essa... Linha aqui de embalagem, visual, tá? Eu tô sempre pensando no design mesmo das embalagens, a gente teria algumas outras opções de acabamento. Vocês vão ver que é pouco... O formato vai ser o mesmo, mas o visual vai mudar pouquinho, tá? Então eu vou apresentar isso pra vocês, depois a gente descobri qual que vocês gostaram muito. Por enquanto eu vou deixar essa aqui apagadinha, só pra gente ir n",anima,nao_inferido,nao_inferido,nao_inferido
km_010,5,0.5880692005157471,doc_d7948b6302ad2fee_pp_ch_0011,doc_d7948b6302ad2fee,"Eu farei sofisticado. Natural, sofisticado. Elegante, natural. Clean. Clean. Dá uma pegada também na Amazônia, parece. Tem uma coisa de Amazônia? Tem. O que você viu de Amazônia? As cores. As cores. Muito bom. Muito bom. E o que essas embalagens transmitem sobre os produtos? Porque a embalagem é quase que a primeira A gente nunca compra produto. Você compra pela embalagem. Ela passa uma impressão sobre o produto. Aqui o que passa? Mesma coisa? Natural? Passa a transparência. Confiança, transparência. De vidro. Acho que dá pra gente ver pouco. Acho que já remete pouquinho do produto no natural do que o produto já está oferecendo. Natural do produto passa isso. Muito bom. O que são esses nonatraisólios? O óleo vai ser totalmente transparente na outra fase, os refeitos também são transparentes. Gente, sobre a marca, Natura Ecos, o que transmite essa mudança de embalagem? Ficou mais ecológic",anima,nao_inferido,nao_inferido,nao_inferido
km_011,1,0.7266567349433899,doc_76c629289d2e414c_pp_ch_0024,doc_76c629289d2e414c,"É parecida, sim, mas é mais... É porque tá a casinha aqui em cima, deixa eu ver. É, assim, tá. E aí, nesse caso? Essa já é a do carrinho, assim, tá certo? Só que aí, claro, aparece tudo, né? Do lado aqui aparece para finalizar, se eu quisesse. Essa aqui, nesse caso, você não finaliza, você envia o pedido por WhatsApp para a consultora. Você põe no carrinho, mas você envia. Para a consultora via WhatsApp. Não, mas assim não aparece para mim. É, não, porque chama outra forma. Essa é uma outra forma mesmo, essa aqui é a Revista Interativa e você recebe o link direto da página, certo? Algum comentário sobre a Revista Interativa? Não sei, é que eu prefiro comprar da forma que eu já compro ali, né? Eu vejo no site mesmo, acho mais tranquilo. Assim, só que eu acho que essa revista interativa tem mais os produtos que tem ali, né? Não sei se consegue ver as outras coisas ou não. Porque aí já apar",compras_digitais,nao_inferido,nao_inferido,nao_inferido
km_011,2,0.7060544490814209,doc_0f20528122df94e9_pp_ch_0020,doc_0f20528122df94e9,"A vontadura você não chegou a ter algum contato? Não. Eu acredito que seja a mesma proposta, né? Que você vai como se fosse, como se estivesse folheando, só que online, né? Ok. Então, a ideia que você tem do que seria a revista é como se você fosse folheando a página, realmente vendo como se fosse a revista. É, você vai fazendo assim no celular. Pelas suas impressões, mesmo sem ter experiência de ter comprado, você acha que tem alguma vantagem ou alguma desvantagem? Eu acho que talvez por isso eu também nunca tenha nem perguntado. Primeiro que eu não... Não vai ter os descontos que você tem comprando pelo site, porque eu acho que quando vem na revista... Meu Deus, faz tanto tempo que eu não compro em revista, mas enfim. Quando vem na revista, é o preço padrão, né? Às vezes tem uma promoçãozinha, uma coisa, mas pelo site tem muita promoção. Você tem a impressão de que no site seria mais v",compras_digitais,nao_inferido,nao_inferido,nao_inferido
km_011,3,0.6993650197982788,doc_732280b483c61985_pp_ch_0018,doc_732280b483c61985,"E fala pouquinho dessa questão de comprar por aqui e deixar de ajudar a consultora. E tem a questão agora, a gente vai em todos os shoppings daqui de Recife, tem em Loja Natura. A maioria, acho que o único shopping que não tem é shopping paulista, no município aqui próximo. Mas os demais, todos têm Loja Natura. Minha pergunta é, comprar por aqui, você acha que pode prejudicar de alguma forma a consultora? Não, porque também aí se eu comprar... Eu também tenho conta, eu posso comprar ajudando ela também. Mas eu acho a revista interativa bem mais prática para mim. Só para a gente listar aqui, para ficar mais claro, qual seria a praticidade da revista interativa versus o espaço digital? A revista interativa, quando a gente abre, tem carrinho, a gente vai colocando, depois a gente passa, tudo quando vai, o WhatsApp, e até a vantagem de eu saber o que eu comprei. Eu deixo salvo também, atravé",compras_digitais,nao_inferido,nao_inferido,nao_inferido
km_011,4,0.6917715072631836,doc_d16712b5a3350889_pp_ch_0021,doc_d16712b5a3350889,"Seria o site, mas através de link da consultora, né? Então, aqui a gente até tem em destaque, né, que é... Que ela fala que é espaço... Então, seria link direcionado daquela consultora. Então, aqui, né, que aí você tem as informações ali da consultora, que você veria dentro desse espaço. E aí, a interface para comprar seria essa, né, mais próxima, como site mesmo, né? Então, você vê aqui o menu, as opções aqui em cima, e aí aqui, em destaque, vai estar os produtos que vão estar em destaque naquele momento, né? Diferente da revista interativa, não teria a revista aqui, as páginas para você acessar. E aí, aqui, você finalizaria a compra também, como se estivesse no site. Na verdade, só tem que ir direto nos produtos, não mostra as figuras, as fotos dos produtos, seria isso, né? É, isso que eu queria entender, assim, se te dá... O que... Então, vamos lá, pelo que eu tô te mostrando, então, ",compras_digitais,nao_inferido,nao_inferido,nao_inferido
