doc_id,chunk_id,chunk_index,idioma,texto_analise,idioma_detectado_light
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0008,8,es,"expresión en dos semanas con el super serum de 
Natura Kronos. 
 
 
 
 
 
Speaker 2 - 06:37
 
 Bueno, lo primero que vamos a hacer, si la necesitamos ver de nuevo, queda , así que cualquier cosa la vemos, no 
pasa nada. Digo esto porque a veces nos agarra como esa sensación de que nos perdimos algo, igual es corta. Lo 
primero que quiero que hagan es, antes de que empecemos a conversar, es que en ese papel anoten las primeras 
impresiones que les transmitió la publicidad, o sea, es como si uno tuviese que completar la frase esta publicidad 
me transmite y queden los puntos suspensivos y ustedes ver qué les cuenta, qué les cuenta sobre lo que se les 
ocurra, o sea, a lo mejor es una emoción que le generó, a lo mejor tiene que ver con el mensaje que. 
 
 
 
 
 
Speaker 8 - 07:11
 
 Les dejó, lo que ustedes quieran, ¿OK? 
 
 
 
 
 
Speaker 2 - 07:41
 
 Bueno, después hay una segunda pregunta que dice ¿Cuál es el mensaje principal que te transmitió esta 
publicidad? ¿Qué es lo que sienten que les quisieron contar con esto? Digo, hay alguien que pensó algo y dijo le 
quiero contar esto a la gente y lo armó de esta manera, ¿Cuál es el mensaje que hay ? 
 
Meeting Title: Q1_Rosacea",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0009,9,es,"alguien que pensó algo y dijo le 
quiero contar esto a la gente y lo armó de esta manera, ¿Cuál es el mensaje que hay ? 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
6 / 100
 
 
 
 
Speaker 3 - 08:01
 
 ¿Hay que contestarlo en el papel o hay que contestarlo? 
 
 
 
 
 
Speaker 2 - 08:03
 
 Sí, sí, contéstenlo . Ahora igual lo vamos a ir hablando eso, pero sí, es más que nada para que nos olvidemos lo 
primero que nos generó. Pues en tercer lugar, de quién era esta publicidad, de qué marca y de qué productos, si se 
acuerda, a ver cuánto nos quedó grabado eso o capaz. Y finalmente escribir tres palabras que ustedes sientan que 
describen esta publicidad. Bueno, nada, igual lo vamos a conversar, así que cuéntenme un poco para hablar un 
poco de lo que les generó, qué sentimientos, qué sensaciones, qué les transmitió, qué les despertó esta publicidad 
si tuviesen que decir, ¿Cómo las hizo sentir? Lo primero que. 
 
 
 
 
 
Speaker 3 - 09:37
 
 Estaba dirigida quizás a un público mayor y como que transmite quizás la idea de pieles más maduras y la idea del 
tiempo de rejuvenecer, pero no sentí que sea una publicidad",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0010,10,es,"un público mayor y como que transmite quizás la idea de pieles más maduras y la idea del 
tiempo de rejuvenecer, pero no sentí que sea una publicidad quizás orientada. Nosotras. 
 
 
 
 
Speaker 1 - 09:55
 
 También la vi más 40, puse yo, anoté más 40 y era tipo anti age, como que prometía esto de revitalizar la piel y que 
ese paso del tiempo no sea tan notorio. 
 
 
 
 
 
Speaker 6 - 10:10
 
 Por los colores que se utilizaban, como que noté calidez, como querían transmitir también la publicidad. 
 
 
 
 
 
Speaker 2 - 10:19
 
 OK, ¿Algo más les despertó algún otro sentimiento además de esto de no sentirse identificadas o lo de la calidez? 
Digo no sentirse identificadas porque es un producto que a lo mejor lo ven para gente más grande. 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
7 / 100
 
 
 
 
 
Speaker 8 - 10:32
 
 ¿Que ustedes. 
 
 
 
 
 
Speaker 2 - 10:34
 
 Les transmitió algo más, ¿Las hizo sentir de alguna manera? 
 
 
 
 
Speaker 1 - 10:38
 
 Yo destaqué lo del brillo, que era dorado, así como ella dijo calidez, a mí como que me causó brillo el dorado en la 
publicidad me pasó eso. 
 
 
 
 
 
Speaker 2",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0011,11,es,"o del brillo, que era dorado, así como ella dijo calidez, a mí como que me causó brillo el dorado en la 
publicidad me pasó eso. 
 
 
 
 
 
Speaker 2 - 10:47
 
 Sí, 
 
 
 
 
 
Speaker 5 - 10:50
 
 Lo que me pasó es que no me pareció pesada. Hay algunas publicidades que vos las ves y decís cambio de canal, 
me cansó esta publicidad y creo que esta sería una publicidad que simplemente la dejas pasar, tal vez no sos el 
público, pero decís dejo la tele prendida acá no pasa nada, pasa y termina y ya está. 
 
 
 
 
 
Speaker 4 - 11:09
 
 Me pareció como concisa, entretenida, cortita y me gustó como que todo esté en la gama eso de colores tierra me 
transmite algo como de la naturaleza y como de naturaleza y como eso de amigarse con el paso del tiempo, de 
que no te pese el paso del tiempo por cómo lo has en tu piel, sino que nada, está bueno, lo disfrut. 
 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
8 / 100
 
 
 
 
Speaker 8 - 11:31
 
 Perfecto, perfecto. 
 
 
 
 
 
Speaker 2 - 11:33
 
 Y veamos el mensaje, ¿Qué entendieron de esta publicidad? ¿Cuál es el mensaje qué les transmitió? ¿Qué es lo 
que ustedes pudieron",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0012,12,es,"eaker 2 - 11:33
 
 Y veamos el mensaje, ¿Qué entendieron de esta publicidad? ¿Cuál es el mensaje qué les transmitió? ¿Qué es lo 
que ustedes pudieron anotar ? ¿Qué era lo que sentían que les quiso comunicar o les quiso contar? 
 
 
 
 
Speaker 1 - 11:49
 
 Yo puse que con un solo producto se puede mejorar la piel. Como que sentí eso, que con solo eso te veías más 
joven. 
 
 
 
 
 
Speaker 6 - 11:58
 
 Yo puse algo parecido que es que el tiempo influye en la piel, digamos, todo lo que pasa alrededor nuestro y 
también con el paso de los años y que bueno, hay que cuidarlo y que con ese producto se puede. 
 
 
 
 
 
Speaker 3 - 12:15
 
 Yo puse algo parecido como que bueno, era un serum que lo que transmitía era un producto concentrado que 
ayudaba a que no pase el tiempo en lo que es la piel. ¿Pero similar a lo que dijeron las. 
 
 
 
 
 
Speaker 2 - 12:28
 
 Chicas ahora, esto que sea un producto les dice, digamos, lo pensaron en esto? Como que el serum tiene la 
potencia para solucionar esto del paso del tiempo. ¿Qué les pasa con esto del producto? ¿Digamos? ¿Es creíble? 
¿No es creíble? ¿Les parece interesante? ¿No les parece interesante, Yo creo que. 
 
 
Meeting Title:",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0013,13,es,"con esto del producto? ¿Digamos? ¿Es creíble? 
¿No es creíble? ¿Les parece interesante? ¿No les parece interesante, Yo creo que. 
 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
9 / 100
 
 
 
 
Speaker 3 - 12:50
 
 Ya la idea de serum? Ay, perdón. 
 
 
 
 
 
Speaker 5 - 12:53
 
 No, dale. Hola, tranqui. 
 
 
 
 
 
Speaker 3 - 12:55
 
 Que ya como, bueno, por lo menos a mí que me gusta todo lo que es de skin care, ya es como que tengo la idea de 
que el serum es como algo que tiene más concentración de producto, entonces me transmite eso. Pero bueno, es 
como mi percepción. 
 
 
 
 
 
Speaker 8 - 13:11
 
 OK, OK. 
 
 
 
 
 
Speaker 2 - 13:14
 
 Alguien más quería decir algo, No sé si eras vos, Brisa o Pilar Martí. 
 
 
 
 
 
Speaker 5 - 13:18
 
 No, yo dije que con un solo producto siento que es posible. Siento que si de repente yo fuese el público a quien 
está como buscando la publicidad, si estuviese buscando un producto y vea esta publicidad, digo bueno, mirá, un 
producto me puede tener todas estas cosas y me parece que le daría una chance. En ningún momento pensaría si 
me va a solucionar todo, ni tampoco me",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0014,14,es,"producto me puede tener todas estas cosas y me parece que le daría una chance. En ningún momento pensaría si 
me va a solucionar todo, ni tampoco me iría al otro extremo de todo esto. Va a ser. No es una pavada, no, yo me 
leal. Es posible al medio. 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
10 / 100
 
 
 
 
 
Speaker 2 - 13:52
 
 Vieron que la comunicación empezaba que decía y sí, como que nos armaba eso. ¿Qué piensan de eso? ¿Qué 
sienten que quisieron hacer? ¿Por qué habrán trabajado con ese? 
 
 
 
 
Speaker 1 - 14:06
 
 Siento que la gente está un poco cansada ya de este producto te va a solucionar la vida. Entonces abre como a la 
pregunta de que cada uno se lo cuestione. Entonces es como desde la psicología, creo que está pensado desde . 
 
 
 
 
 
Speaker 3 - 14:19
 
 Claro, es más retórica la pregunta que. 
 
 
 
 
 
Speaker 6 - 14:23
 
 Te quede como dando vueltas también, 
 
 
 
 
 
Speaker 2 - 14:28
 
 Sea no es que te cuenta que va a solucionar algo sino que te hace preguntarte qué te pasa a vos con esa posible 
solución, o sea como que lo pone en uno no tanto desde la marca sino algo más. ¿Se les",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0015,15,es,"ino que te hace preguntarte qué te pasa a vos con esa posible 
solución, o sea como que lo pone en uno no tanto desde la marca sino algo más. ¿Se les ocurre con este Easy? 
 
 
 
 
 
Speaker 4 - 14:44
 
 ¿Cuál era la pregunta? Perdón, la del. Sí, no me acuerdo yo bien porque. 
 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
11 / 100
 
 
Speaker 2 - 14:48
 
 La publicidad decía, lo primero que decía es y sí, y después decía fueras más amiga del tiempo, como que estaba 
partida en una parte decía eso, mostraba algunas imágenes y decía fueras más amiga del tiempo. 
 
 
 
 
 
Speaker 4 - 15:02
 
 Yo creo que está uno el concepto de que es una realidad que el tiempo va a pasar y uno va a cambiar y la piel va a 
cambiar, pero está bueno que ellos te ofrecen una alternativa como para que vos cuides tu piel y eso, te hagas 
amiga del hecho de que tu piel va a cambiar pero que la podés cuidar y que la puedes tener en buen estado. 
 
 
 
 
 
Speaker 8 - 15:23
 
 Perfecto. 
 
 
 
 
 
Speaker 2 - 15:24
 
 ¿Algo más sienten en lo del mensaje? ¿Les quiso contar algo más? ¿Quiso hacer algo más, provocarnos algo 
más? ¿Contarnos",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0016,16,es,"Speaker 2 - 15:24
 
 ¿Algo más sienten en lo del mensaje? ¿Les quiso contar algo más? ¿Quiso hacer algo más, provocarnos algo 
más? ¿Contarnos algo más? 
 
 
 
 
Speaker 1 - 15:34
 
 La textura del producto en la propaganda me gustó, o sea se veía como súper densa y estaba buena, no sé si será 
la realidad porque no la. 
 
 
 
 
 
Speaker 8 - 15:41
 
 Probé, pero OK, te gustó, o sea. 
 
 
Speaker 2 - 15:44
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
12 / 100
 
 
 
 Como que tentó, dijiste che, esto puede ser. 
 
 
 
 
 
Speaker 8 - 15:46
 
 OK, OK. 
 
 
 
 
 
Speaker 2 - 15:48
 
 ¿De quién era la publicidad? ¿Se acuerdan? ¿La marca y el producto? Un serum para la piel del rostro dijeron como 
producto y la marca de Natura. OK, 
 
 
 
 
 
Speaker 8 - 16:02
 
 OK. 
 
 
 
 
 
Speaker 2 - 16:02
 
 ¿Y saben si había alguna submarca o alguna nombre del producto? 
 
 
 
 
 
Speaker 8 - 16:13
 
 OK, OK, perfecto. 
 
 
Speaker 2 - 16:19
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
13 / 100
 
 
 ¿Hay algo que les haya llamado la atención, algo que",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0017,17,es,"G_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
13 / 100
 
 
 ¿Hay algo que les haya llamado la atención, algo que hayan dicho? ¿Esto me dejó como pensando o esto me 
llamo, me sorprendió o no de la publicidad? 
 
 
 
 
 
Speaker 3 - 16:37
 
 No, más allá de lo que ya resaltamos, 
 
 
 
 
 
Speaker 5 - 16:43
 
 Yo iba a decir que me gustó ver diferentes tipos de mujeres y de piel, 
 
 
 
 
 
Speaker 3 - 16:51
 
 Como que. 
 
 
 
 
 
Speaker 2 - 16:53
 
 ¿Qué te pasó con eso Martina? 
 
 
 
 
 
Speaker 5 - 16:55
 
 Sentí que era bastante inclusiva la publicidad, como que no era simplemente para un tipo de piel específico, sino 
que era para todo tipo de piel. 
 
 
 
 
Speaker 2 - 17:09
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
14 / 100
 
 Ahora yo entiendo que es una publicidad que no les habla a ustedes, pero piensan que de alguna manera no les 
hablo ustedes por el tipo de producto porque es un producto orientado a pieles que no son las de ustedes o 
deberían haber sido sufrido algún inconveniente como para estar en este momento preocupada por eso. Esto que 
se han para",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0018,18,es,"ue no son las de ustedes o 
deberían haber sido sufrido algún inconveniente como para estar en este momento preocupada por eso. Esto que 
se han para después de los 40 como ya me voy a preocupar pero por ahora no es ahora. ¿De alguna forma les dio 
ganas de hacer algo al respecto, de averiguar algo o a lo mejor incluso les despertó de si había algo parecido para 
ustedes? Vieron que a veces uno ve algo y dice ay, yo nunca me fijé o nunca pensé. Desde las incentivo. 
 
 
 
 
 
Speaker 3 - 17:48
 
 Algo quizás hubiera estado. Ay perdón, nos revisamos por el zoom. Que quizás hubiese estado bueno que 
mencione qué componentes tiene, por ejemplo ácido hialurónico, niacinamida. Como que eso quizás me hubiese 
despertado algo porque no hace alusión como mucho a qué componentes tiene y eso te dice un poco de lo que va 
a tratarse el serum digamos. 
 
 
 
 
 
Speaker 2 - 18:18
 
 OK, como que te falta la información de qué tiene. 
 
 
 
 
 
Speaker 3 - 18:22
 
 Claro, 
 
 
 
 
Speaker 1 - 18:25
 
 Si tenía esos productos justo ácido hialurónico y colágeno, por más que no hubiese sido para mí, por me la 
compraría porque me gustan esos componentes. Así que sí. 
 
 
 
 
 
Speaker 2 - 18:39",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0019,19,es,"co y colágeno, por más que no hubiese sido para mí, por me la 
compraría porque me gustan esos componentes. Así que sí. 
 
 
 
 
 
Speaker 2 - 18:39
 
 OK. A veces puede reducir como ciertas líneas de expresión o de la edad, pero igual hay cosas que como 
componentes que sabemos que son buenos en general para la piel los podríamos usar más allá de eso. Claro. 
¿Les hizo cortar alguna otra publicidad? ¿Digo, sienten algo como que estaba parecida a otra o parecida a otras 
publicidades de la marca o de otras marcas? No, Pilar dice que no con la cabeza. 
 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
15 / 100
 
 
 
 
Speaker 4 - 19:07
 
 En realidad yo no la vi muy parecida porque yo cuando pienso en productos así de la cara pienso como todo fondo 
blanco, una señora de 50 así con la piel perfecta diciendo. ¿Vieron las típicas publicidades? Esta la vi bastante 
diferente, más como eso, onda naturaleza y los tonos tierra a mí me encantan, eso me encantó, me parece linda la 
estética y no la vi. Parecía otras publicidades de productos parecidos, 
 
 
 
 
 
Speaker 2 - 19:34
 
 Más real, como que se sale toda esta cosa",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0020,20,es,"la 
estética y no la vi. Parecía otras publicidades de productos parecidos, 
 
 
 
 
 
Speaker 2 - 19:34
 
 Más real, como que se sale toda esta cosa de. Como de laboratorio, medio así blanco, como de quirófano, 
 
 
 
 
 
Speaker 5 - 19:44
 
 De qué sé yo. Mi mamá compra por ejemplo una crema Triage y las mujeres de las publicidades no son iguales a 
mi mamá, parece que tienen la piel como nosotras y después se dice abajo que tienen 54 años. Me parece que 
eso no es algo que le pasa a todo el mundo. Entonces por eso yo también decía esto de la inclusividad. De repente 
nos mostraron mujeres que se notaban que ya tenían la clincha en expresión que se dice tanto y que no eran tan 
como. Como que era más llevado a la realidad. 
 
 
 
 
 
Speaker 2 - 20:15
 
 OK, adelante Pilar. 
 
 
 
 
 
Speaker 6 - 20:20
 
 Tal vez el tema de la rapidez ahora como que me vino a la cabeza, creo que DA tenía también una publicidad así 
rápida, pero eso de hacerme acordar algo, pero solo por la duración, digamos. 
 
 
 
 
 
Speaker 8 - 20:37
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
16 / 100
 Perfecto. 
 
 
 
 
 
Speaker 2 -",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0021,21,es,"ng Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
16 / 100
 Perfecto. 
 
 
 
 
 
Speaker 2 - 20:40
 
 Ustedes dijeron que es de Kronos. De Natura y que hablaba de un serum para el rostro. Reconstruyendo eso que 
ustedes tienen , el papelito y yo no estoy viendo, pero por lo que dijeron, ¿Quién les deja este comercial acerca de 
la marca Natura? Digo, ¿Les deja algo? ¿Les dice algo acerca de la marca? ¿Las hace pensar de alguna manera en 
particular acerca de la marca Natura? Digo, podemos pensar tanto en lo que cuenta como en cómo lo muestra, 
digamos. También es la estética a veces de un comercial, esto que hablaban de los tonos tierra o esta 
diferenciación, que hay mujeres que tienen arrugas de verdad y no muestran a una chica de 20 y dicen que tiene 
50 para decir, así te va a quedar el rostro como decían ustedes. 
 
 
 
 
 
Speaker 2 - 21:19
 
 Digo, hay como cierta cosa diferenciadora que ustedes mencionan, entonces digo, desde hay algo que les haga 
pensar sobre la marca. 
 
 
 
 
Speaker 1 - 21:27
 
 El tema de que hable de Kronos, si bien yo sé que tiene como varias cápsulas, también te da pensar decir bueno, 
por",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0022,22,es,"a. 
 
 
 
 
Speaker 1 - 21:27
 
 El tema de que hable de Kronos, si bien yo sé que tiene como varias cápsulas, también te da pensar decir bueno, 
por hay como diferentes cosas que incluyen la marca porque te hacía notar que era como una submarca dentro de 
Natura, así que eso como que creo que lo va a entender. 
 
 
 
 
 
Speaker 8 - 21:45
 
 OK. 
 
 
 
 
 
Speaker 2 - 21:48
 
 ¿Qué más les hace pensar sobre la marca? Por ejemplo, esto que decía Ornela de los tonos tierra o esta idea del. 
No, como yo le dije, quirófano, siempre uso esa palabra, como esa cosa como impoluto, como muy blanca, como 
muy aséptica. ¿Qué les dice sobre Natura el hecho de que esté usando esos colores tierra o que muestre mujeres 
reales? ¿Por qué piensan que lo hará cómo Pilar? Perdón, 
 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
17 / 100
 
 
Speaker 6 - 22:15
 
 Se escuchó. 
 
 
 
 
 
Speaker 2 - 22:18
 
 Justo, se te cortaba. No sé si soy yo o les pasó a todas. 
 
 
 
 
 
Speaker 8 - 22:21
 
 OK. 
 
 
 
 
 
Speaker 2 - 22:22
 
 La inclusión. OK. ¿Como que es una marca inclusiva, decís? A nivel de las edades, ¿A eso te referís?",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0023,23,es,"22:21
 
 OK. 
 
 
 
 
 
Speaker 2 - 22:22
 
 La inclusión. OK. ¿Como que es una marca inclusiva, decís? A nivel de las edades, ¿A eso te referís? 
 
 
 
 
 
Speaker 6 - 22:27
 
 Claro, sí, sí, sí. 
 
 
 
 
 
Speaker 8 - 22:29
 
 OK. 
 
 
 
 
Speaker 2 - 22:32
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
18 / 100
 
 OK. También el tema de los diferentes tonos de piel. OK. Tipos cómo chicas. 
 
 
 
 
 
Speaker 6 - 22:41
 
 Tipos de piel. 
 
 
 
 
 
Speaker 2 - 22:42
 
 Tipos de piel. 
 
 
 
 
 
Speaker 8 - 22:43
 
 OK. 
 
 
 
 
Speaker 1 - 22:44
 
 Me pasó que la vi cercana, como accesible quizás al estar así tipo en laboratorio como las delma y esas, es como 
que las ves medio lejanas y esta la sentí como más cercana, accesible, inclusiva. 
 
 
 
 
 
Speaker 2 - 23:04
 
 Y en ese sentido, no sé cuántos conocen acerca de Natura, digo, pero siente que tiene que ver con la estética de la 
marca o con los valores que la marca intenta transmitir o no. A ver, cuéntenme un poco eso, si está alineado o si 
no está alineado. A ver, vos decís. Sí, re brisa. ¿En qué sentido te parece que siento. 
 
 
 
 
Speaker 1 - 23:29",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0024,24,es,"oco eso, si está alineado o si 
no está alineado. A ver, vos decís. Sí, re brisa. ¿En qué sentido te parece que siento. 
 
 
 
 
Speaker 1 - 23:29
 
 Que tiene como en esto de accesible, no sólo que es accesible para todo tipo de público porque tiene como 
variantes, sino también en el precio? Hay perfumes súper accesibles y otros que son por un poco más exclusivos 
pero que eso da alcance a todos Y también esto de que como dije antes tiene como muchas submarcas entonces 
está abarcando un montón de edades, de categorías que me parece que está buena. Entonces la propaganda la 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
19 / 100
asemejó mucho a lo que es la marca y lo que yo conozco por lo menos. 
 
 
 
 
 
Speaker 8 - 24:01
 
 OK, perfecto. 
 
 
 
 
 
Speaker 3 - 24:03
 
 Las demás chicas, los tonos así como tierra y esto de la idea de la tierra me da como más unidad de sustentable 
que no sé si tiene que ver con el serum quizás, pero como que me trae eso a la cabeza como algo más natural, 
más sustentable. 
 
 
 
 
 
Speaker 6 - 24:24
 
 ¿Como que creo que con el paso del tiempo Natura cada vez se fue haciendo",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0025,25,es,"za como algo más natural, 
más sustentable. 
 
 
 
 
 
Speaker 6 - 24:24
 
 ¿Como que creo que con el paso del tiempo Natura cada vez se fue haciendo más sustentable y también 
adaptándose a los cambios que fueron pasando. 
 
 
 
 
 
Speaker 2 - 24:35
 
 Y si la asociamos tanto con esto de la sustentabilidad, la inclusión o lo natural desde sienten que esta podría ser 
una comunicación de alguna otra marca, digamos que se dedique a lo mismo o no? ¿Digo, es muy típica de Natura 
y muy distinta a las otras marcas o también podríamos pensarla como para otras marcas? 
 
 
 
 
 
Speaker 6 - 24:53
 
 Yo particularmente no recuerdo otra marca de cosméticos que se especifique tanto en la sustentabilidad como 
Natura. No sé si, o sea, desde mi punto de vista no recuerdo otra. Yo pienso en Natura y pienso ya con el nombre 
ya te da naturaleza. 
 
 
 
 
Speaker 2 - 25:13
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
20 / 100
 
 Entonces es como que. 
 
 
 
 
Speaker 1 - 25:16
 
 Yo creo que igual como que no estoy tan de acuerdo porque me parece que como que todas hoy en día están 
buscando eso, de hecho casi todas como que",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0026,26,es,"Yo creo que igual como que no estoy tan de acuerdo porque me parece que como que todas hoy en día están 
buscando eso, de hecho casi todas como que ponen el tema de vegano, el tema de no probar animales y todo el 
tema de la sustentabilidad de los envases. Creo que está como todas las marcas muy ligadas a eso, que Natura 
quizás tiene un plus porque lo viene haciendo desde antes pero hoy en día como que sí lo veo en muchas marcas 
o en la mayoría. 
 
 
 
 
 
Speaker 5 - 25:40
 
 OK, iba a decir lo mismo, justo hoy en día se ve mucho más pero tal vez si esto lo preguntábamos antes íbamos a 
distinguir a Natura por esto, pero ya no, ya ahora todos están sumando al mismo juego como que. 
 
 
 
 
 
Speaker 2 - 25:57
 
 Son valores que antes eran como muy. No, no, adelante Ornela. 
 
 
 
 
 
Speaker 4 - 26:01
 
 No, iba a decir que pienso que una que como que se está asemejando últimamente es DAB, pero la veo más como 
por el lado de la inclusión en el sentido de como se mete mucho por el lado de las mujeres, de que somos iguales, 
entonces más para el lado de la naturaleza lo veo más a Natura, digamos. 
 
 
 
 
 
Speaker 8 - 26:19
 
 OK. 
 
 
 
 
Speaker 2 - 26:21
 
Meeting Title:",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0027,27,es,"onces más para el lado de la naturaleza lo veo más a Natura, digamos. 
 
 
 
 
 
Speaker 8 - 26:19
 
 OK. 
 
 
 
 
Speaker 2 - 26:21
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
21 / 100
 
 Pero dicen como que son valores que en un momento fueron como muy novedosos por llamarlo de alguna 
manera y ahora ya no tanto, serían como que ya es como más masivo, como que ya más. Más marcas hablan de 
esto. 
 
 
 
 
 
Speaker 5 - 26:38
 
 Sí, tal vez es algo que ya ahora se espera de una marca. 
 
 
 
 
 
Speaker 8 - 26:45
 
 Ok, ok. 
 
 
 
 
 
Speaker 2 - 26:53
 
 Hablemos un segundo del producto, a ver qué nos dice el producto y qué nos pasa con lo que nos dice el producto 
respecto de la marca. Porque ustedes dijeron es un serum, después dijeron bueno, nos cuenta que tiene porque es 
para gente más grande, pero a lo mejor si tuviese determinado tipo de ingredientes igual me tentaría usarlo, como 
que nos entra como esa cosa más preventiva o más decir bueno la lozanía como que también me suma esa 
cuestión. Pero hablaron como de un producto, no sé qué es lo que entendieron que nos ofrecía, o sea, si nos 
hablaba de",mixed
doc_e5652afcdfc168fe,doc_e5652afcdfc168fe_ch_0028,28,es,"como que también me suma esa 
cuestión. Pero hablaron como de un producto, no sé qué es lo que entendieron que nos ofrecía, o sea, si nos 
hablaba de mejorarnos, si nos ponía un plazo de tiempo, si nos decía de qué manera lo hacía. ¿Qué recuerdan 
sobre el producto? 
 
 
 
 
 
Speaker 5 - 27:32
 
 Recuerdo y es más, lo noté, sacaba las líneas de expresión en dos semanas. 
 
 
 
 
 
Speaker 2 - 27:40
 
 ¿Y qué onda eso Martina? 
 
 
Meeting Title: Q1_Rosacea 
ARG_0404_14h301824años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:03 PM
22 / 100
 
 
Speaker 5 - 27:41
 
 Lo noté específicamente, No me pareció como algo raro, dije a ver, yo no tengo líneas de expresión todavía, 
todavía, pero la verdad que no sé si creer eso o no, como que sí lo probaría, pero no sé si iría a comprar el 
producto por esa frase, por eso que me dijeron en la publicidad por así decir. 
 
 
 
 
 
Speaker 3 - 28:09
 
 A mí no me quedó tanto esa frase, sí se me vino como la imagen a la cabeza de la señora y las arrugas que 
muestra al principio y sí me conecta más con la idea esta de que el serum ayuda como a rejuvenecer la piel y a 
evitar como el paso del tiempo en la misma, pero no me quedó como",mixed
