doc_id,dimensao,score_doc_per_1k,hits_na_frase,evidencia,projeto,pais,marca_foco,publico,tipo_sessao,canal_origem,idioma_original,persona_nome_auto
doc_96f34760018e32cc,barreira__marca_comparacao_desvantagem,0.8331481892912687,2,Speaker 1 - El principio como tal cual está planteada decís que podría ser de otra marca y de qué otra marca podría ser chicas?,rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_500a84cf9936a539,barreira__marca_comparacao_desvantagem,0.7713498622589532,2,Speaker 3 - Mas você sabe que uma das grandes frustrações é a confirmação da nossa experiência né é quando a gente olha os nossos concorrentes e confrontando de frente o Boticário que é o nosso maior concorrente a experiência por pior que seja no Boticário é uma loja de presentes a nossa loja é uma loja de experiência ela não é uma loja de presente então a gente não é a gente entra na loja você não sente que tem uma imersão de presente você entra no Boticário é caixa empilhada para todo lado...,natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_304cab7668293378,barreira__marca_comparacao_desvantagem,0.7009673349221927,1,"Speaker 1 - OK Lore, oye y dijiste un punto interesante, tú dices he visto publicidad, ¿Recuerdas haber visto algo similar a esto que acabamos de ver en algun otra marca o recuerdas algo parecido?",rosacea,mexico,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_ff5e78e6e44318bb,barreira__sustentabilidade_ceticismo,0.9398496240601504,2,"Eu não ligo de ficar ganhando presente, essas coisas, eu não ligo.",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_0a02c0b1be74620a,barreira__sustentabilidade_ceticismo,0.3770028275212064,2,"Speaker 3 - Não, eu não ligo, eu não ligo porque também assim, por exemplo, é que tem às vezes uma diferença, né?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_d64503ab71e69ea1,barreira__sustentabilidade_ceticismo,0.35549235691432635,1,"Speaker 1 - Carol, você pode me chamar de Caca, isso tanto faz, tá?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_ee8d1372d1a391aa,barreira__sustentabilidade_ceticismo,0.33288948069241014,1,"E você prefere quando vem montado, vem desmontado, ou pra você tanto faz?",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_eb6a4496f5f5d136,barreira__sustentabilidade_ceticismo,0.3071253071253071,2,"E como eu não ligo de ter várias parcelas assim no cartão, pequena, eu não ligo.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_f32e185da3913dd6,barreira__sustentabilidade_ceticismo,0.23430178069353327,1,"Mas eu acho que não muda muito não, acho que vai tipo da hora, porque o que eu falei, às vezes eu tô pensando em alguma coisa, chega lá, tipo exemplo, normalmente eu gosto bastante de presentear minha namorada com produtos de beleza, né?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_5054173bba881d3a,barreira__indecisao_excesso_opcoes,7.263922518159807,3,"Eu não sei se elas chegaram a trocar sobre consultora Eu vi que a Siki, que era a dupla dela, falou no grupo agora há pouco que tinha dado tudo certo Que foi ótimo com consultora, mas eu não sei se elas chegaram a trocar alguma ideia sobre E aí a Tata falou depois se ela quiser marcar ou falar só da condutora, mas eu não sei como tá a agenda assim.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_e5652afcdfc168fe,barreira__indecisao_excesso_opcoes,6.7804024496937885,4,"Speaker 3 - Claro, se pierde con el juego de colores, no sé, Speaker 5 - Iba a decir lo contrario, me parece que el Easy en ese tamaño está bien puesto, los colores tal vez sí podrían cambiarse como para que se vea mucho mejor, sin embargo yo creo que dejaría el EZ del mismo tamaño y no sé si movería la parte en la que dice el resto de la pregunta o si la pondría más grande como para que se pueda leer más porque acá lo único que parece es que dice y sí y después te quedas en la duda de que te...",rosacea,argentina,natura,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_96f34760018e32cc,barreira__indecisao_excesso_opcoes,6.387469451233059,4,"Y ahora vos decías no sé lo que hace, no sé qué es lo que me está prometiendo, no sé si es para mí, si es para mi mamá, si es para un tipo de piel, si es para otro, como que no sé qué necesidades viene como a satisfacer.",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_25b8560e3c990709,barreira__indecisao_excesso_opcoes,6.260575296108291,3,"Pero también creo que salía una chica más joven, o sea, como que fue súper rápido, entonces a mí lo que me gustó fue que es como tan breve, no sé si dura, no sé, 10 segundos, una cosa así y que eso te deja como el a ver cómo lo quiero volver a ver, no sé.",rosacea,mexico,concorrencia,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_cfb49b86362bd118,barreira__indecisao_excesso_opcoes,5.893111156269051,2,"Speaker 2 - Geralmente, depende também pouco da ocasião.",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_bd7e79d2d8b662f0,barreira__indecisao_excesso_opcoes,5.308035462194365,2,"Speaker 2 - Mas é que eu acho que depende do público também, pra vocês.",anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_bb533aa1ff54f550,jtbd__presentear_e_demonstrar_cuidado,21.139376567538516,4,"Hoje ela não usa, seja a sacola da Natura ou as caixas de presentes da Natura, a não ser que seja kit pronto, que já vai vir com a caixa.",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_4b2394cc0e9c67f8,jtbd__presentear_e_demonstrar_cuidado,19.9479618386817,5,Presente presente presente no chão na mesa dos lados nas prateleiras na área de presentes não tinha onde você botasse o olho que você não enxergasse presente.,natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_ff5e78e6e44318bb,jtbd__presentear_e_demonstrar_cuidado,19.736842105263158,4,"E quando você dá esse presente significativo, essas lembrancinhas, como você sente ao momento de presentear?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_1055808810073bc2,jtbd__presentear_e_demonstrar_cuidado,19.318653926049024,6,"Então, é porque aqui é assim, primeiro tem dia das mães, aí meu aniversário, aniversário da minha mãe, aí depois é aniversário da do meio, aniversário da mais velha, aí aniversário da mais nova, aí logo em seguida Natal, porque elas são uma de cada mês.",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_c8cb62c97a6b1133,jtbd__presentear_e_demonstrar_cuidado,19.266185012041365,6,"Speaker 4 - E aí lá, dentro da loja, ela procurou conhecer outros produtos até para ela Então, ela foi escolhendo itens que seriam de presentes para a mãe dela Ela até, em alguns momentos, pensou em misturar fragrâncias, o que a gente achou diferente Então, ela tinha pensado em colocar sabonete de uma fragrância com hidramonte de outra E ela acabou, quando ela estava presente, ela acabou, deixa eu ver os benefícios do shampoo de lúmina, e aí a logista atendeu ela super bem, explicou tudo...",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_500a84cf9936a539,jtbd__presentear_e_demonstrar_cuidado,18.953168044077135,6,Speaker 3 - Mas você sabe que uma das grandes frustrações é a confirmação da nossa experiência né é quando a gente olha os nossos concorrentes e confrontando de frente o Boticário que é o nosso maior concorrente a experiência por pior que seja no Boticário é uma loja de presentes a nossa loja é uma loja de experiência ela não é uma loja de presente então a gente não é a gente entra na loja você não sente que tem uma imersão de presente você entra no Boticário é caixa empilhada para todo lado...,natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_b71f944ee9bec4b0,jtbd__autoestima_e_expressao_identidade,5.974161750429393,3,"Speaker 4 - Eu acho que é importante, sim, ter produtos exclusivos pra pele negra, porque eu acho que passa mais uma representatividade, porque a gente...",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_bc29e08f3450ea98,jtbd__autoestima_e_expressao_identidade,4.269449715370019,3,"Não sei, acho que é uma sensação de autoestima boa, assim, quando você sente bonita, autoestima lá em cima, não sei se é isso que você tá perguntando nessentido.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_ecbea0911b71e6fa,jtbd__autoestima_e_expressao_identidade,3.620127911186195,1,"Speaker 6 - Para mim, beleza é autoestima, né?",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_a0b281c2785ae1ed,jtbd__autoestima_e_expressao_identidade,3.5862697102521772,2,"Quando eu decidi, meu cabelo é crente, primeira do curso, e aí quando eu decidi começar esse processo, fiz uma promessa pra mim que eu não iria cortar, então hoje eu tenho cabelo que tá preto, tá com turbana, mas ele tá pouco depois da metade das costas e aí esse meu cabelo representa a minha identidade, né?",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_3d71a73387cbd4a7,jtbd__autoestima_e_expressao_identidade,3.5725284878349246,1,"Speaker 1 - As meninas falaram que é mais mulheres de pele negra, né?",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_e668ad5d413dd19f,jtbd__autoestima_e_expressao_identidade,3.4430591058479836,1,"Pra sentir bonita, se arrumar, se perfumar.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_3d71a73387cbd4a7,jtbd__praticidade_rotina_rapida,11.456729288574069,4,"Speaker 6 - Ele é simples, aquela embalagem dele é bem simples, não tem perigo de vazada para carregar na bolsa, dá para estar com você o dia todo.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_b71f944ee9bec4b0,jtbd__praticidade_rotina_rapida,8.513180494361885,4,"Speaker 2 - Então, quando a colega falou sobre que termina rápido, quando algum cliente reclama comigo, fala assim, ai termina muito rápido, mas assim, olha, experimenta a linha Ecos.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_732280b483c61985,jtbd__praticidade_rotina_rapida,6.203316875553868,3,"Aí foi quando eu gostei, eu achei o envio mais rápido, o envio mais prático.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_2da4b14181ace08e,jtbd__praticidade_rotina_rapida,4.982655313781142,4,"Speaker 6 - Eu tive a mesma impressão também, passou muito rápido e dá bem que passou duas vezes pra gente poder prestar atenção porque foi rápido, mas me transmitiu algo sobre a natureza, refrescância, assim, produtos naturais, né?",rosacea,brasil,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_c3440e03873d8788,jtbd__praticidade_rotina_rapida,4.973848836016819,2,"Vejo que é uma coisa natural e compro, que é mais prático para mim, até porque eu trabalho e não tenho tempo de ficar vendo.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_9a5944b3d38727a2,jtbd__praticidade_rotina_rapida,4.777577237498673,2,A revista interativa facilita essa parte.,compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_a998bd9e2abe8bd5,jtbd__eficacia_tratamento_resolver_problema,26.490066225165563,2,"Tá bastante gente tendo problema, né, com o link do Zoom.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_1029b8f4fef9beca,jtbd__eficacia_tratamento_resolver_problema,10.236015125831269,3,"Speaker 7 - Q6_Rosacea_ARG_1004_19h15_2540años_C1C2_Otras Y si fueras más amiga del tiempo, reducí arrugas y líneas de expresión en dos semanas con el Super Serum de Natura Kronos.",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_c1b714ce1513e838,jtbd__eficacia_tratamento_resolver_problema,9.753000923361034,4,"Nessa C16, ela está bem nítida do resultado, com a embalagem que ela tem na mão também, que teve resultado positivo, até pelo semblante dela.",gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_40a5bd913d6434d3,jtbd__eficacia_tratamento_resolver_problema,8.375563063063064,4,"E é para todas as idades, e eu acho que o resultado, pelo que eu vejo aqui, passa resultado positivo.",gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_6da518659b1ee271,jtbd__eficacia_tratamento_resolver_problema,8.239448461409113,4,"Speaker 3 - Mí gente que ya tiene arrugas, las personas que ya tienen arrugas, el primer.",rosacea,argentina,nao_inferido,nao_inferido,nao_inferido,pdf,es,sem_persona_rodar_notebook_04
doc_ecbea0911b71e6fa,jtbd__eficacia_tratamento_resolver_problema,6.516230240135151,4,"Speaker 3 - Hidratado, mancha, as manchas no meu corpo clareou.",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_399dacb2736f0f29,jtbd__cuidado_familiar_e_social,19.251404405731236,8,"Então, assim, o tempo que eu tenho é o tempo que meu filho tá na escola, que minha mãe pega pouco, porque, assim, eu moro com a minha mãe, mas Gente, é o primeiro neto, mas não é esse luxo que vocês estão falando, não É o primeiro neto, mas a minha mãe fica assim, pouco, é quando ela quer É difícil eu falar assim, tem como você ficar com o meu filho pra eu ir pra barzinho?",bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_35dea0d9c934b094,jtbd__cuidado_familiar_e_social,18.70393547489918,11,"Speaker 3 - Eu acredito que reflete, sim, porque eles começam a te ver não só como mãe, mas como uma pessoa que tem as suas ideais, suas vontades, suas ideias, porque se eles só veem a gente só como mãe, acaba aquela coisa, mãe, vamos usar o termo mãe empregada, a mãe passa, a mãe lava, a mãe cozinha, Hoje, eu acho que o meu filho, pelo menos, a mãe que se diverte junto, a mãe que curte junto, a mãe que tem as coisas que ela gosta, claro, a gente voa, leva ele no cinema, sai com ele, gosta das...",bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_d64503ab71e69ea1,jtbd__cuidado_familiar_e_social,13.508709562744402,4,"Então, e se eu for na casa de alguém assim, que é casa nova, tem até uma amiga minha que agora se mudou, comprou, né?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_1055808810073bc2,jtbd__cuidado_familiar_e_social,12.255920232654757,3,O bom é que dá pra conciliar o tempo trabalhando e em casa com as crianças.,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_89fa2004a39f9cde,jtbd__cuidado_familiar_e_social,12.06140350877193,5,"Speaker 3 - Os meus avós moram lá também, eles foram para ficar pertinho e fugir da correria, eu ainda não quero fugir, eu [ENDERECO], então por isso que eu moro no centro, inclusive, para editação e tudo mais, sempre quando dá para sair eu estou saindo para uma paladinha, para barzinho, eu gosto de estar cheio de amigos por perto, não gosto de estar sozinho, sou uma pessoa muito sociável, se eu estou sozinho eu fico até deprimido, e aí no encontro disso eu gosto ver as pessoas que estão comigo...",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_b99597afcc8d7201,jtbd__cuidado_familiar_e_social,12.045601204560121,2,"E aí, começando pouquinho, a gente queria ouvir pouco sobre você, quem é você, onde você mora, se é casada, se tem filhos, conta pouquinho da sua vida, por favor.",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_9852515aa99fe494,jtbd__economizar_sem_perder_qualidade,7.173718105486264,3,"Aí quando tem alguma promoção, alguma promoção não, algum brinde, o Boticário te avisa via e-mail.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_e9d9fb1438841663,jtbd__economizar_sem_perder_qualidade,5.55401277422938,3,"Procuro não prejudicar a minha colega, porque eu sei que a minha colega também trabalha pouco, porque precisa, eu não vou dar desconto, que a pessoa ou o cliente dela vai ficar sabendo, vai vir comprar de mim, porque eu tô no desconto melhor, então eu procuro dar desconto assim.",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_0f20528122df94e9,jtbd__economizar_sem_perder_qualidade,5.013102426797311,2,"Quando ela manda o cupom, ainda tem desconto de 10% ou 15% desconto.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_5e45678d66a9df7e,jtbd__economizar_sem_perder_qualidade,5.010799136069115,4,"Se eu tô na [ENDERECO], passo ali na Panvel e vejo quanto é o total preço, vejo no aplicativo o que tá mais barato, porque às vezes online ele tá mais barato no aplicativo da Panvel, então eu compro.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_96b165a2a6f7a32d,jtbd__economizar_sem_perder_qualidade,4.4917040975341465,4,"Cada que invista mais ainda para atrair, para prender o público, porque é na propaganda, tanto do catálogo como da TV, que você vai prender o público.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_80a271097010f616,jtbd__economizar_sem_perder_qualidade,4.2752442996742674,5,"Speaker 1 - E assim, a primeira coisa que eu faço sempre em todos os sites da minha vida é clicar em promoções Eu sempre penso assim, deixa eu ver o que tem em promoção Mesmo, por exemplo, vamos supor que tem batom em promoção E tá no setor de promoções Eu primeiro olho tudo que tem de promoção e depois eu vou lá na parte de maquiagem e batom Eu sei que aquela promoção que tá no setor de promoções vai tá lá também, que vai aparecer Só que o setor promoções, vamos assim ele mostra, tipo, todos...",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_ab0b946958f4f005,jtbd__experiencia_sensorial_prazer_ritual,14.737372465045976,4,"Speaker 1 - Eu que trabalho com a categoria, ela falou várias informações equivocadas, equivocadíssimas, só que ao mesmo tempo ela estava trazendo com tanta propriedade e com discurso, roteiro muito bem decorado, dava para ver que ela estava falando roteiro Eu fiquei impressionada e fiquei me perguntando como é que é o treinamento dessa pessoa, porque não só teve esse ponto dela virar e falar todos os perfumes nacionais são cópia dos internacionais, como ela virou e falou assim, os nossos...",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_e88651825b162294,jtbd__experiencia_sensorial_prazer_ritual,12.769275757871137,5,Speaker 3 - Que ela tirava os perfumes não sei da onde você via no final que ela tinha monte de coisa né mas assim muito pouco repertório do tipo cara onde você conhece novidades você acompanha as comunicações os lançamentos não acompanha nada eu senti em alguém o cheiro né ela não tinha muito repertório tal né muito mais para mim quando ela trazia os perfumes uma coisa de muitos que os perfumes contavam uma história para ela né como o perfume tem essa coisa muito afetiva.,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_4fb6c79b4c64bba8,jtbd__experiencia_sensorial_prazer_ritual,11.986725444549013,3,"Quando a gente toma o banho e depois passa perfume mais suave pra dormir, eu acho que fica mais relaxante.",havana_iii,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_7244ee28c4ae4fdf,jtbd__experiencia_sensorial_prazer_ritual,11.233150274588118,4,"Tenho tempo Eu gosto bastante de passar os hidratantes quando eu saio do banho, mas se eu tenho pouquinho mais de tempo para relaxar ali no banho, eu usaria no banho e depois...",havana_iii,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_e668ad5d413dd19f,jtbd__experiencia_sensorial_prazer_ritual,11.216025875110857,3,"E como que é a sensação, só fechando aqui, Ana Luísa, qual que é a sensação, por exemplo, quando a gente está com a pele mais ressecada, como que fica visualmente, qual que é a sensação que a gente tem, como é que isso impacta nosso emocional, sabe?",radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_31188a538d1b01b5,jtbd__experiencia_sensorial_prazer_ritual,9.628933771723814,3,"Speaker 3 - É, né, que fica aquela questão da categoria, que hoje a gente mede por delparfum, perfume mesmo, né, que é aquela questão de imposto e categoria, e todos eles são perfumes, o delparfum deles é muito mais barato do que o nosso, e hoje a gente vende com o preço do perfume deles, né, então tem uma grande diferença de preço ali quando a gente começa a olhar essas categorias aprofundadas.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_0dc2e6ecde931dc0,jtbd__pertencimento_recomendacao_comunidade,16.5579760418112,6,"Speaker 2 - Porque segunda pessoa, tipo o Gênio que fez isso, ele falou que ia deixar os grupos com perfil de recumeração que você já tinha, mas a maioria das pessoas que tem, por exemplo, diminuiu a quantidade de consultoras, diminuiu o perfil das consultoras e ainda dizem que vão ficar com o mesmo preço.",mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04
doc_cfb49b86362bd118,jtbd__pertencimento_recomendacao_comunidade,13.005486689697216,4,"Speaker 3 - Boa, e você falou que tem muitos amigos internacionais, sua família que mora em Itapevi, você costuma dar presentes para os seus amigos, para sua família?",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_5054173bba881d3a,jtbd__pertencimento_recomendacao_comunidade,9.685230024213075,6,"Eu não sei se elas chegaram a trocar sobre consultora Eu vi que a Siki, que era a dupla dela, falou no grupo agora há pouco que tinha dado tudo certo Que foi ótimo com consultora, mas eu não sei se elas chegaram a trocar alguma ideia sobre E aí a Tata falou depois se ela quiser marcar ou falar só da condutora, mas eu não sei como tá a agenda assim.",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04
doc_c9defe6cce5ff1fd,jtbd__pertencimento_recomendacao_comunidade,9.635237439779766,6,"Speaker 2 - É, então você se cadastra, você entra, você se cadastra e aí depois você vai entrando e aí você tem isso, você pode comprar via sua consultora, via outra consultora ou pela próxima consultora.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_02c37e00145d9a32,jtbd__pertencimento_recomendacao_comunidade,9.424700569408992,6,"Tem o e-mail, o telefone, dá pra você trocar de consultora ou navegar sem consultora ou ir com essa consultora por onde você recebeu o link.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_de596209415382fe,jtbd__pertencimento_recomendacao_comunidade,9.134406263592867,2,"Se eu não tenho aqui, procuro com uma amiga.",natura_3cs,nao_inferido,natura,consultoras,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_c9defe6cce5ff1fd,jtbd__compra_conveniente_e_acesso,32.543506046603085,10,"Ou eu vejo a revista ou ela me manda o link, que agora é mais pelo link, ela manda o link do meu WhatsApp.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_9852515aa99fe494,jtbd__compra_conveniente_e_acesso,32.444770522540146,10,"Se o link foi enviado pela consultora, enviar o pedido pelo WhatsApp é pela consultora.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_02c37e00145d9a32,jtbd__compra_conveniente_e_acesso,28.372275672491654,12,"Speaker 3 - Então, a consultora te manda uma revista para escolher o produto e fazer o pedido Com o link de pagamento, a consultora já te manda a revista com o link para você ir direto lá e fazer a compra pelo site Compro também às vezes presencialmente em shoppings ou em lojas de outro tipo, que às vezes não são dentro do shopping, e compro em redes sociais também.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_0f20528122df94e9,jtbd__compra_conveniente_e_acesso,28.36960236983024,8,"Aí tem as opções aqui do WhatsApp dela, o perfil WhatsApp do Instagram.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_76c629289d2e414c,jtbd__compra_conveniente_e_acesso,27.614953757978377,6,"Speaker 2 - Pelo que eu entendi, Débora, você sempre pede o link, porque quando é nessa página que aparecem várias consultoras, Speaker 3 - Aí embaixo sim aparece outros nomes se eu for entrar se aparece assim aí aparece outro nome de outra pessoa daí eu já digo aí não me manda teu link.",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
doc_d16712b5a3350889,jtbd__compra_conveniente_e_acesso,26.919939401002214,7,"Então, o espaço digital seria, né, então também você receberia link através do WhatsApp, E aí você entra nessa interface que é o site realmente da Natura, né?",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04
